YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STRATA,GQ,PERNUM,CBPERNUM,PERWT,SEX,AGE,DEGFIELD,DEGFIELDD,DEGFIELD2,DEGFIELD2D,EMPSTAT,EMPSTATD,OCC,IND,WKSWORK2,UHRSWORK,INCWAGE,PWSTATE2,PWPUMA00,US2023A_OCCP,US2023A_SOCP
2023,202301,14754,2023000744453,41.0,2023000147541,280301,1,2,2,47.0,2,57,36,3600,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14754,2023000744453,41.0,2023000147541,280301,1,3,3,64.0,2,42,29,2901,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14758,2023000744753,109.0,2023000147581,250001,1,1,1,109.0,1,32,61,6107,0,0,3,30,3255,8191,0,0,0,0,0,3255,291141
2023,202301,14759,2023000744893,99.0,2023000147591,140101,1,3,3,75.0,2,25,52,5200,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14760,2023000745040,42.0,2023000147601,140401,1,1,1,43.0,2,52,29,2901,13,1301,1,10,4760,5382,4,27,36000,1,1390,4760,412031
2023,202301,14760,2023000745040,42.0,2023000147601,140401,1,2,2,41.0,1,52,19,1901,0,0,1,10,20,8562,6,60,480000,1,1390,0020,111021
2023,202301,14762,2023000745494,190.0,2023000147621,40201,1,2,2,150.0,1,80,62,6200,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14764,2023000745604,107.0,2023000147641,270201,1,2,2,104.0,1,65,36,3699,0,0,3,30,3870,9490,0,0,0,0,0,3870,333050
2023,202301,14765,2023000745616,42.0,2023000147651,50101,1,1,1,41.0,1,51,21,2102,0,0,1,10,750,7680,6,42,89000,1,490,0750,131199
2023,202301,14766,2023000745627,62.0,2023000147661,130101,1,1,1,61.0,2,69,36,3600,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14768,2023000745774,27.0,2023000147681,70001,1,1,1,27.0,2,49,23,2300,0,0,1,10,2310,7860,6,40,62000,1,700,2310,252020
2023,202301,14768,2023000745774,27.0,2023000147681,70001,1,2,2,52.0,2,22,55,5506,0,0,1,10,2310,7860,6,40,32000,1,700,2310,252020
2023,202301,14773,2023000746135,122.0,2023000147731,180101,1,4,4,156.0,2,24,55,5506,0,0,1,10,5240,9370,6,40,32000,1,1890,5240,434051
2023,202301,14780,2023000746795,106.0,2023000147801,120101,1,1,1,106.0,1,48,61,6109,0,0,1,10,5740,2090,6,23,11900,1,1200,5740,436014
2023,202301,14780,2023000746795,106.0,2023000147801,120101,1,3,3,55.0,2,74,29,2901,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14785,2023000747117,109.0,2023000147851,140301,1,1,1,109.0,2,21,61,6107,0,0,3,30,2350,7880,2,4,350,0,0,2350,253041
2023,202301,14785,2023000747117,109.0,2023000147851,140301,1,2,2,85.0,2,22,36,3600,0,0,1,10,3620,8090,6,30,12000,1,1390,3620,312020
2023,202301,14785,2023000747117,109.0,2023000147851,140301,1,3,3,86.0,2,22,55,5502,0,0,1,12,4540,8570,6,40,10000,0,0,4540,397010
2023,202301,14785,2023000747117,109.0,2023000147851,140301,1,4,4,86.0,2,21,54,5404,0,0,1,10,2014,9480,6,15,13000,1,900,2014,211029
2023,202301,14790,2023000747249,155.0,2023000147901,210101,1,2,2,123.0,2,55,62,6211,0,0,2,20,9920,9920,0,0,0,0,0,9920,999920
2023,202301,14795,2023000747560,61.0,2023000147951,10001,1,1,1,60.0,1,36,23,2314,0,0,1,10,230,7870,6,40,71000,1,100,0230,119030
2023,202301,14795,2023000747560,61.0,2023000147951,10001,1,2,2,68.0,2,36,23,2313,0,0,1,10,2320,7860,4,40,53000,1,100,2320,252030
2023,202301,14796,2023000747645,58.0,2023000147961,40301,1,1,1,58.0,2,64,62,6203,0,0,1,10,1021,7290,6,32,123000,1,490,1021,151252
2023,202301,14796,2023000747645,58.0,2023000147961,40301,1,2,2,69.0,1,63,23,2304,0,0,1,10,4920,7071,6,32,0,1,490,4920,419020
2023,202301,14801,2023000748085,64.0,2023000148011,140401,1,1,1,64.0,1,74,62,6203,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14801,2023000748085,64.0,2023000148011,140401,1,2,2,63.0,2,67,23,2304,0,0,1,10,4700,5571,6,50,80000,1,1390,4700,411011
2023,202301,14806,2023000748350,40.0,2023000148061,190101,1,2,2,35.0,2,37,23,2300,0,0,1,10,2310,7860,6,40,50000,1,1700,2310,252020
2023,202301,14810,2023000748602,131.0,2023000148101,140401,1,1,1,131.0,2,48,24,2403,0,0,1,10,1530,570,6,40,120000,1,1390,1530,1721YY
2023,202301,14810,2023000748602,131.0,2023000148101,140401,1,2,2,117.0,1,56,62,6201,0,0,1,10,120,3570,6,45,70000,1,1390,0120,113031
2023,202301,14812,2023000748634,87.0,2023000148121,280101,1,1,1,88.0,1,39,62,6203,0,0,1,10,2320,7860,6,34,59000,1,2800,2320,252030
2023,202301,14812,2023000748634,87.0,2023000148121,280101,1,2,2,81.0,2,37,61,6109,0,0,1,10,2320,7860,6,35,38100,1,2800,2320,252030
2023,202301,14813,2023000748661,123.0,2023000148131,250001,1,3,3,86.0,1,66,21,2102,0,0,1,10,2040,9160,6,5,10000,48,1900,2040,212011
2023,202301,14814,2023000748679,124.0,2023000148141,110001,1,1,1,123.0,2,64,62,6203,0,0,3,30,4950,4691,0,0,0,0,0,4950,419091
2023,202301,14815,2023000748682,42.0,2023000148151,80001,1,1,1,42.0,2,45,54,5404,0,0,1,10,5250,9170,6,40,55000,1,1390,5250,434061
2023,202301,14817,2023000748923,81.0,2023000148171,150101,1,1,1,81.0,2,34,33,3302,0,0,1,10,710,7380,6,40,51000,1,1503,0710,131111
2023,202301,14817,2023000748923,81.0,2023000148171,150101,1,2,2,88.0,1,35,19,1902,0,0,1,10,2310,7860,6,40,57000,1,1390,2310,252020
2023,202301,14821,2023000749182,76.0,2023000148211,280101,1,3,3,91.0,2,25,50,5003,55,5502,1,10,1860,7870,6,40,480000,1,2800,1860,1930XX
2023,202301,14823,2023000749361,71.0,2023000148231,140401,1,1,1,72.0,1,67,13,1302,0,0,3,30,6260,770,1,15,5000,0,0,6260,472061
2023,202301,14823,2023000749361,71.0,2023000148231,140401,1,2,2,69.0,2,68,62,6201,0,0,3,30,800,6991,0,0,0,0,0,0800,132011
2023,202301,14826,2023000749404,103.0,2023000148261,120201,1,1,1,103.0,2,75,23,2300,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14828,2023000749468,45.0,2023000148281,280201,1,1,1,45.0,2,68,62,6200,0,0,1,10,4710,6991,6,40,144000,1,2800,4710,411012
2023,202301,14830,2023000749679,110.0,2023000148301,40201,1,2,2,108.0,1,61,24,2414,0,0,1,10,1460,3580,6,40,166000,1,490,1460,172141
2023,202301,14833,2023000749967,11.0,2023000148331,50101,1,1,1,11.0,1,33,62,6200,0,0,1,10,1530,9590,5,40,100000,1,490,1530,1721YY
2023,202301,14833,2023000749967,11.0,2023000148331,50101,1,2,2,9.0,2,30,62,6203,61,6103,1,10,3110,8090,6,50,120000,1,490,3110,291071
2023,202301,14835,2023000750015,90.0,2023000148351,150101,1,1,1,90.0,2,30,29,2901,0,0,1,10,2300,8470,1,20,250,1,1503,2300,252010
2023,202301,14835,2023000750015,90.0,2023000148351,150101,1,2,2,99.0,1,29,62,6207,0,0,1,10,850,6970,6,50,63000,1,1503,0850,132052
2023,202301,14837,2023000750137,98.0,2023000148371,40201,1,1,1,98.0,1,50,24,2408,0,0,1,10,1410,7460,6,40,161000,1,490,1410,172070
2023,202301,14837,2023000750137,98.0,2023000148371,40201,1,2,2,79.0,2,48,60,6004,0,0,2,20,4600,7860,0,0,0,0,0,4600,399011
2023,202301,14845,2023000750912,86.0,2023000148451,280201,1,1,1,86.0,1,29,56,5601,0,0,1,10,220,770,6,60,85000,1,2800,0220,119021
2023,202301,14845,2023000750912,86.0,2023000148451,280201,1,2,2,77.0,2,29,62,6206,0,0,1,10,40,4871,6,40,45000,1,2800,0040,112011
2023,202301,14854,2023000751621,43.0,2023000148541,280301,1,1,1,43.0,2,49,36,3600,50,5003,1,10,3090,7970,6,32,480000,1,2800,3090,291210
2023,202301,14854,2023000751621,43.0,2023000148541,280301,1,2,2,80.0,1,54,36,3600,0,0,1,10,3090,8191,6,40,270000,1,2800,3090,291210
2023,202301,14858,2023000751808,63.0,2023000148581,260001,1,1,1,62.0,2,79,23,2304,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14858,2023000751808,63.0,2023000148581,260001,1,2,2,74.0,1,83,52,5200,0,0,3,30,3090,8191,0,0,0,0,0,3090,291210
2023,202301,14859,2023000751822,132.0,2023000148591,150101,1,1,1,132.0,1,65,24,2414,0,0,1,10,705,6680,6,60,117000,1,1390,0705,131082
2023,202301,14859,2023000751822,132.0,2023000148591,150101,1,2,2,206.0,1,28,62,6206,0,0,1,10,5860,7390,6,40,37000,1,1503,5860,439061
2023,202301,14860,2023000751907,36.0,2023000148601,60001,1,1,1,36.0,2,61,62,6203,0,0,1,10,5000,9590,6,40,130000,1,490,5000,431011
2023,202301,14861,2023000751965,25.0,2023000148611,230001,1,1,1,24.0,2,61,23,2310,0,0,1,10,2555,7860,6,40,35000,1,2400,2555,2590XX
2023,202301,14862,2023000752174,116.0,2023000148621,140301,1,1,1,117.0,1,33,36,3600,55,5501,1,10,2100,570,6,40,88000,1,1390,2100,2310XX
2023,202301,14866,2023000752714,20.0,2023000148661,230001,1,1,1,20.0,1,68,62,6200,0,0,1,10,3324,9470,6,40,21600,1,2300,3324,292035
2023,202301,14871,2023000753081,130.0,2023000148711,140101,1,1,1,130.0,1,49,24,2414,0,0,1,10,705,2570,6,40,120000,1,1390,0705,131082
2023,202301,14871,2023000753081,130.0,2023000148711,140101,1,2,2,120.0,2,44,62,6203,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14879,2023000753598,28.0,2023000148791,50101,1,1,1,29.0,1,29,62,6211,0,0,1,10,8830,6680,6,50,90000,1,490,8830,519151
2023,202301,14879,2023000753598,28.0,2023000148791,50101,1,2,2,82.0,2,25,23,2300,0,0,1,14,9830,9790,6,40,65000,1,1000,9830,559830
2023,202301,14880,2023000753642,18.0,2023000148801,160001,1,1,1,18.0,2,39,19,1904,0,0,1,10,735,9190,6,40,50000,1,1600,0735,131161
2023,202301,14881,2023000753721,28.0,2023000148811,110001,1,1,1,27.0,1,76,23,2300,0,0,1,10,9610,2370,6,8,94000,1,800,9610,537061
2023,202301,14881,2023000753721,28.0,2023000148811,110001,1,2,2,28.0,2,70,23,2311,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14889,2023000754182,227.0,2023000148891,40101,1,2,2,254.0,2,45,21,2102,0,0,1,10,1555,3570,6,40,38000,1,490,1555,17302X
2023,202301,14891,2023000754429,76.0,2023000148911,150101,1,1,1,75.0,2,73,23,2310,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14891,2023000754429,76.0,2023000148911,150101,1,2,2,76.0,2,74,26,2602,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14894,2023000754843,109.0,2023000148941,230001,1,1,1,109.0,1,71,24,2408,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14894,2023000754843,109.0,2023000148941,230001,1,2,2,93.0,2,66,23,2304,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14896,2023000754942,132.0,2023000148961,140101,1,1,1,132.0,2,70,62,6200,0,0,1,10,5120,5191,6,15,0,1,1390,5120,433031
2023,202301,14898,2023000755085,78.0,2023000148981,60001,1,2,2,96.0,2,28,61,6107,0,0,1,10,3255,6991,6,40,65000,1,600,3255,291141
2023,202301,14904,2023000755762,133.0,2023000149041,170001,1,1,1,133.0,2,38,24,2408,0,0,1,10,7700,570,6,40,168000,1,1503,7700,511011
2023,202301,14909,2023000756124,259.0,2023000149091,150101,1,2,2,298.0,1,72,24,2408,0,0,1,10,440,8870,4,40,36200,1,1503,0440,1191XX
2023,202301,14913,2023000756306,86.0,2023000149131,240001,1,1,1,86.0,2,40,52,5200,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14914,2023000756434,18.0,2023000149141,230001,1,1,1,18.0,1,63,25,2599,62,6203,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14917,2023000756714,83.0,2023000149171,40301,1,1,1,83.0,1,75,24,2409,0,0,1,10,1360,7290,4,20,86000,1,490,1360,172051
2023,202301,14920,2023000756860,56.0,2023000149201,270201,1,1,1,56.0,2,35,62,6212,0,0,1,10,1220,7290,6,32,75000,1,2700,1220,152031
2023,202301,14920,2023000756860,56.0,2023000149201,270201,1,2,2,71.0,1,40,62,6200,0,0,1,10,52,3980,6,50,150000,1,2700,0052,112022
2023,202301,14925,2023000757113,186.0,2023000149251,110001,1,2,2,163.0,2,58,23,2300,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14926,2023000757159,66.0,2023000149261,100001,1,2,2,64.0,2,64,23,2304,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14929,2023000757462,65.0,2023000149291,40101,1,1,1,65.0,1,56,62,6204,0,0,1,10,52,7470,6,40,90000,1,490,0052,112022
2023,202301,14929,2023000757462,65.0,2023000149291,40101,1,2,2,68.0,2,55,62,6201,0,0,1,10,800,8290,6,40,97000,1,490,0800,132011
2023,202301,14934,2023000757933,119.0,2023000149341,40101,1,1,1,119.0,2,43,62,6203,0,0,1,10,10,6992,6,40,250000,1,490,0010,1110XX
2023,202301,14934,2023000757933,119.0,2023000149341,40101,1,2,2,157.0,1,44,62,6203,0,0,1,10,120,3580,6,50,270000,1,490,0120,113031
2023,202301,14938,2023000758074,83.0,2023000149381,280101,1,2,2,93.0,2,73,23,2307,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14939,2023000758145,32.0,2023000149391,50101,1,1,1,32.0,2,63,62,6212,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14940,2023000758292,148.0,2023000149401,200001,1,2,2,133.0,2,52,62,6200,0,0,1,10,2310,7860,6,40,99000,1,2000,2310,252020
2023,202301,14948,2023000758892,54.0,2023000149481,40201,1,1,1,54.0,2,55,54,5401,0,0,1,10,4655,9090,1,25,4000,1,490,4655,399099
2023,202301,14948,2023000758892,54.0,2023000149481,40201,1,2,2,59.0,1,55,24,2401,0,0,1,10,1320,7290,6,45,100000,1,490,1320,172011
2023,202301,14948,2023000758892,54.0,2023000149481,40201,1,3,3,81.0,2,22,41,4101,0,0,1,10,3620,8191,2,40,13000,1,490,3620,312020
2023,202301,14955,2023000759636,118.0,2023000149551,140401,1,2,2,119.0,2,61,29,2901,0,0,1,10,810,7072,6,45,75000,1,1390,0810,132020
2023,202301,14956,2023000759653,23.0,2023000149561,150201,1,2,2,18.0,2,74,23,2313,23,2305,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14958,2023000759719,18.0,2023000149581,50101,1,1,1,18.0,2,74,23,2399,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14959,2023000759860,74.0,2023000149591,280301,1,1,1,73.0,2,46,36,3604,0,0,1,10,2545,7870,6,40,90000,1,2800,2545,259040
2023,202301,14959,2023000759860,74.0,2023000149591,280301,1,2,2,62.0,1,48,14,1401,0,0,1,10,1760,7870,6,40,60000,1,2800,1760,192099
2023,202301,14960,2023000759897,21.0,2023000149601,230001,1,1,1,21.0,1,29,49,4901,0,0,1,10,4040,8690,6,43,24000,1,2300,4040,353011
2023,202301,14962,2023000760071,72.0,2023000149621,220101,1,1,1,72.0,2,40,36,3601,0,0,1,10,3250,7480,6,40,120000,1,2190,3250,291131
2023,202301,14962,2023000760071,72.0,2023000149621,220101,1,2,2,77.0,1,44,62,6200,0,0,1,10,3720,9470,6,56,125000,13,3800,3720,331021
2023,202301,14963,2023000760140,58.0,2023000149631,280201,1,1,1,58.0,1,72,50,5003,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14964,2023000760191,68.0,2023000149641,60001,1,1,1,68.0,2,69,23,2307,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14965,2023000760225,29.0,2023000149651,90001,1,2,2,36.0,2,22,23,2309,0,0,1,10,2310,7860,2,40,44600,1,1600,2310,252020
2023,202301,14966,2023000760230,19.0,2023000149661,190101,1,1,1,19.0,2,51,36,3600,0,0,1,10,1745,9490,6,40,62000,1,1890,1745,192041
2023,202301,14966,2023000760230,19.0,2023000149661,190101,1,2,2,19.0,1,53,19,1904,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14969,2023000760408,47.0,2023000149691,140301,1,1,1,47.0,2,63,55,5507,0,0,3,30,5320,6770,0,0,0,0,0,5320,434121
2023,202301,14972,2023000760533,126.0,2023000149721,230001,1,1,1,126.0,2,44,62,6203,0,0,1,10,820,570,6,40,50000,1,2300,0820,132031
2023,202301,14980,2023000760863,49.0,2023000149801,140401,1,1,1,49.0,1,70,62,6201,0,0,3,30,4710,4180,0,0,0,0,0,4710,411012
2023,202301,14980,2023000760863,49.0,2023000149801,140401,1,2,2,47.0,2,69,23,2310,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14983,2023000761180,57.0,2023000149831,240001,1,1,1,57.0,2,63,13,1302,36,3699,1,10,2360,7890,6,15,0,1,2400,2360,2530XX
2023,202301,14988,2023000761365,86.0,2023000149881,100001,1,1,1,86.0,2,87,64,6402,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,14999,2023000762005,82.0,2023000149991,150201,1,2,2,72.0,2,72,29,2901,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,15002,2023000762093,117.0,2023000150021,90001,1,3,3,186.0,1,55,36,3609,0,0,1,10,440,9160,6,40,35000,1,1390,0440,1191XX
2023,202301,15003,2023000762110,112.0,2023000150031,250001,1,1,1,112.0,1,64,24,2406,0,0,3,30,1360,770,0,0,0,0,0,1360,172051
2023,202301,15003,2023000762110,112.0,2023000150031,250001,1,2,2,110.0,2,63,11,1106,11,1105,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,15006,2023000762275,68.0,2023000150061,130101,1,2,2,146.0,1,35,36,3600,0,0,1,10,3255,8191,2,40,80000,1,1390,3255,291141
2023,202301,15009,2023000762404,79.0,2023000150091,30001,1,1,1,79.0,1,79,24,2412,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,15011,2023000762512,91.0,2023000150111,10001,1,1,1,90.0,2,67,23,2304,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,15012,2023000762536,69.0,2023000150121,220101,1,1,1,69.0,1,32,62,6203,0,0,1,10,1240,7380,6,40,80000,1,2190,1240,1520XX
2023,202301,15014,2023000762621,4.0,2023000150141,170001,1,1,1,4.0,1,75,23,2309,0,0,3,30,230,170,2,35,48000,0,0,0230,119030
2023,202301,15014,2023000762621,4.0,2023000150141,170001,1,2,2,9.0,2,75,23,2309,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,15015,2023000762693,14.0,2023000150151,240001,1,1,1,14.0,2,66,61,6107,0,0,3,30,440,9480,0,0,0,0,0,0440,1191XX
2023,202301,15027,2023000763740,85.0,2023000150271,190101,1,1,1,85.0,1,56,62,6201,0,0,1,10,230,7860,6,40,90000,1,1890,0230,119030
2023,202301,15027,2023000763740,85.0,2023000150271,190101,1,4,4,117.0,1,22,62,6201,0,0,1,10,800,7280,6,40,25000,1,1890,0800,132011
2023,202301,15029,2023000763907,88.0,2023000150291,50101,1,1,1,88.0,2,46,60,6000,0,0,1,10,2310,7860,6,40,14000,1,490,2310,252020
2023,202301,15031,2023000764018,20.0,2023000150311,120201,1,1,1,19.0,2,55,48,4801,0,0,1,12,4621,7890,6,4,0,0,0,4621,399031
2023,202301,15031,2023000764018,20.0,2023000150311,120201,1,2,2,75.0,1,56,50,5007,0,0,1,10,2205,7870,6,40,100000,1,1200,2205,251000
2023,202301,15033,2023000764154,90.0,2023000150331,280201,1,1,1,90.0,1,23,21,2102,0,0,1,10,1006,770,6,40,40000,1,2800,1006,151211
2023,202301,15033,2023000764154,90.0,2023000150331,280201,1,2,2,94.0,2,21,61,6107,0,0,3,30,4622,7860,1,20,1000,0,0,4622,399032
2023,202301,15034,2023000764158,62.0,2023000150341,10001,1,2,2,70.0,1,65,59,5901,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,15047,2023000765441,75.0,2023000150471,20001,1,2,2,74.0,2,64,61,6107,0,0,1,10,3255,8090,6,34,64000,1,200,3255,291141
2023,202301,15047,2023000765441,75.0,2023000150471,20001,1,3,3,115.0,2,41,52,5200,50,5003,1,10,3520,5081,6,24,22500,1,490,3520,292081
2023,202301,15048,2023000765451,16.0,2023000150481,140101,1,1,1,16.0,2,77,49,4901,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,15052,2023000765630,66.0,2023000150521,10001,1,1,1,66.0,2,68,23,2313,0,0,1,10,5120,5296,6,8,6000,1,100,5120,433031
2023,202301,15052,2023000765630,66.0,2023000150521,10001,1,2,2,76.0,1,69,23,2303,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,15053,2023000765651,98.0,2023000150531,280201,1,2,2,81.0,2,35,51,5102,0,0,1,10,3323,8191,6,36,44000,1,2800,3323,292034
2023,202301,15060,2023000766107,83.0,2023000150601,20001,1,1,1,82.0,1,61,24,2408,0,0,1,10,1360,7290,6,40,145000,1,200,1360,172051
2023,202301,15061,2023000766122,34.0,2023000150611,200001,1,1,1,35.0,1,32,13,1302,0,0,3,30,1640,170,6,25,52000,0,0,1640,191030
2023,202301,15061,2023000766122,34.0,2023000150611,200001,1,2,2,26.0,2,32,11,1103,0,0,1,10,3250,7480,6,60,60000,1,2190,3250,291131
2023,202301,15063,2023000766277,10.0,2023000150631,50101,1,1,1,10.0,1,61,55,5506,0,0,3,30,2360,7890,0,0,0,0,0,2360,2530XX
2023,202301,15063,2023000766277,10.0,2023000150631,50101,1,2,2,9.0,2,55,41,4101,0,0,3,30,2310,7860,0,0,0,0,0,2310,252020
2023,202301,15066,2023000766506,89.0,2023000150661,280201,1,1,1,89.0,2,23,60,6002,0,0,1,10,4055,8680,6,20,16000,1,2800,4055,353023
2023,202301,15070,2023000766772,15.0,2023000150701,230001,1,1,1,15.0,1,79,50,5007,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,15074,2023000767173,56.0,2023000150741,140301,1,1,1,56.0,2,74,33,3301,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,15075,2023000767220,99.0,2023000150751,140101,1,2,2,109.0,1,46,34,3401,0,0,1,10,5000,6991,6,40,117000,1,1390,5000,431011
2023,202301,15076,2023000767322,167.0,2023000150761,270101,1,1,1,167.0,2,28,36,3600,61,6106,1,12,3110,7970,4,40,120000,0,0,3110,291071
2023,202301,15076,2023000767322,167.0,2023000150761,270101,1,2,2,93.0,1,27,24,2414,0,0,1,10,1430,3770,6,40,100000,1,2600,1430,172110
2023,202301,15077,2023000767326,68.0,2023000150771,280301,1,1,1,68.0,1,67,24,2414,0,0,3,30,1460,3680,0,0,0,0,0,1460,172141
2023,202301,15077,2023000767326,68.0,2023000150771,280301,1,2,2,89.0,2,70,55,5500,0,0,1,10,440,8564,1,50,0,13,3700,0440,1191XX
2023,202301,15078,2023000767357,68.0,2023000150781,140401,1,1,1,67.0,1,36,64,6402,55,5501,1,10,2100,6871,6,40,170000,1,1390,2100,2310XX
2023,202301,15078,2023000767357,68.0,2023000150781,140401,1,2,2,74.0,2,34,62,6206,0,0,1,10,2300,9160,3,12,10000,1,1390,2300,252010
2023,202301,15083,2023000767821,40.0,2023000150831,140401,1,1,1,40.0,2,26,36,3601,0,0,1,10,3250,7480,4,80,20000,1,1390,3250,291131
2023,202301,15083,2023000767821,40.0,2023000150831,140401,1,2,2,40.0,2,28,11,1103,0,0,1,10,2310,7860,6,45,51000,1,1503,2310,252020
2023,202301,15089,2023000768189,62.0,2023000150891,40301,1,1,1,62.0,1,45,24,2408,0,0,1,10,1320,3590,6,40,127000,1,490,1320,172011
2023,202301,15090,2023000768192,33.0,2023000150901,100001,1,1,1,34.0,2,87,23,2309,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,15094,2023000768401,46.0,2023000150941,180201,1,1,1,46.0,1,40,19,1903,21,2106,1,14,2640,9680,6,40,65000,1,1890,2640,27102X
2023,202301,15094,2023000768401,46.0,2023000150941,180201,1,2,2,67.0,2,43,62,6207,0,0,3,30,9830,9680,0,0,0,0,0,9830,559830
2023,202301,15099,2023000768769,61.0,2023000150991,150101,1,2,2,31.0,1,58,24,2405,0,0,1,10,1530,7460,6,40,15000,83,1,1530,1721YY
2023,202301,15099,2023000768769,61.0,2023000150991,150101,1,3,3,103.0,1,27,24,2419,0,0,1,10,4760,5581,6,40,0,1,1503,4760,412031
2023,202301,15099,2023000768769,61.0,2023000150991,150101,1,4,4,62.0,2,80,50,5007,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,15101,2023000768877,92.0,2023000151011,140101,1,1,1,92.0,1,73,23,2300,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,15102,2023000768893,356.0,2023000151021,120101,1,2,2,184.0,2,45,62,6203,0,0,1,10,4521,8990,6,45,0,1,1200,4521,395092
2023,202301,15103,2023000768898,178.0,2023000151031,140101,1,1,1,178.0,2,61,53,5301,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,15103,2023000768898,178.0,2023000151031,140101,1,3,3,204.0,1,26,62,6200,0,0,1,10,4700,4871,6,40,50000,1,1390,4700,411011
2023,202301,15107,2023000769194,174.0,2023000151071,150101,1,1,1,174.0,1,41,55,5506,0,0,1,10,4700,4670,6,52,90000,1,1503,4700,411011
2023,202301,15107,2023000769194,174.0,2023000151071,150101,1,2,2,134.0,2,41,23,2300,0,0,1,10,2205,7870,6,25,4000,1,1503,2205,251000
2023,202301,15109,2023000769217,94.0,2023000151091,240001,1,2,2,110.0,2,41,23,2304,0,0,1,10,2300,8470,6,50,35000,1,2300,2300,252010
2023,202301,15110,2023000769358,165.0,2023000151101,280201,1,1,1,165.0,2,36,61,6107,61,6106,1,10,3258,9470,4,40,118000,1,2600,3258,2911XX
2023,202301,15111,2023000769371,157.0,2023000151111,140401,1,1,1,157.0,2,34,36,3603,0,0,1,10,3300,8180,6,45,50000,1,1390,3300,292010
2023,202301,15114,2023000769539,24.0,2023000151141,260001,1,1,1,23.0,2,70,23,2304,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,15115,2023000769553,35.0,2023000151151,40301,1,1,1,35.0,1,66,62,6209,0,0,3,30,850,6970,0,0,0,0,0,0850,132052
2023,202301,15115,2023000769553,35.0,2023000151151,40301,1,2,2,30.0,2,64,61,6107,0,0,1,10,3255,8191,4,12,15000,1,490,3255,291141
2023,202301,15116,2023000769584,24.0,2023000151161,230001,1,1,1,24.0,2,56,33,3301,0,0,1,10,2310,7860,6,25,14000,1,2300,2310,252020
